/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/69241.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/65225.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68011.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68208.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68012.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07069.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07068.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07097.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07070.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07071.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/67424.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07074.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07075.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/07076.mp4 158
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/65539.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68660.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68041.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17725.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17726.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17727.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17728.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17710.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17729.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17731.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17732.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17733.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/65540.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17711.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17712.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17714.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17715.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17717.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17709.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/67594.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17719.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17720.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17721.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17722.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/17723.mp4 402
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68028.mp4 291
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/69054.mp4 291
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12328.mp4 292
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12329.mp4 292
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12331.mp4 291
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12311.mp4 292
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12338.mp4 292
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12313.mp4 292
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12314.mp4 291
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12316.mp4 293
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12317.mp4 293
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12318.mp4 291
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12319.mp4 293
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12323.mp4 293
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12324.mp4 292
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/12327.mp4 293
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05724.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68007.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05744.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05728.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05747.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05748.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05749.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05729.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05730.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/65167.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05731.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05732.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05733.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05734.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05740.mp4 122
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05742.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/05743.mp4 975
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68580.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68019.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/09866.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/09848.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/09869.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/09849.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/09850.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/65328.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/09853.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/09856.mp4 1202
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68292.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24955.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24956.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24941.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24965.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24969.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24970.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24971.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24972.mp4 578
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/65824.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24973.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24943.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24947.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24940.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24950.mp4 578
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24951.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/24954.mp4 576
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68870.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68024.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/11327.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/11310.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/11330.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/11312.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/11313.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/11309.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/11316.mp4 399
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/69534.mp4 1479
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68890.mp4 1479
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/68183.mp4 1479
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/63239.mp4 1479
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/63241.mp4 1479
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/63227.mp4 1479
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/63231.mp4 1479
/tmp/data/wlasl_2000/WLASL2000_head_hands_merged/WLASL2000/66778.mp4 1479
