/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/15890366051589533-APPLE.mp4 70
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/35618482303951104-IMPOSSIBLE.mp4 1218
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/6958143575951994-PARK.mp4 1687
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/8006032738002744-SOCCER_2.mp4 2190
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/37542279833186454-STINK.mp4 2280
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/9498964909837952-ROSE.mp4 1978
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/9618808117704574-HUG.mp4 1191
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/15543213389651633-TUBE.mp4 2511
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/9162908944303221-COUNT.mp4 534
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/14154575310664197-NICE.mp4 1578
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/996512226187074-EASY_TO_DO.mp4 746
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/0033742275375785447-INFLUENCE.mp4 1228
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/02808154918358552-PEACOCK.mp4 1702
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/8068093518563271-CIRCUSWHEEL.mp4 444
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/6652814499755777-NOSE.mp4 1593
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/23247991626849585-GYM.mp4 1069
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/20880000068819649-WEAVE.mp4 2625
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/13621431540213602-SMOOTH.mp4 2171
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/4520498201410337-BACKPACK.mp4 121
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/16994877911771145-WE.mp4 2621
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/7090729284366466-DOWNHILL.mp4 693
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/19003684436528423-JUICE_2.mp4 1283
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/8221969382671432-SCOLD.mp4 2030
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/12338257144617781-POWDER.mp4 1821
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/7480838717347633-SOCIAL.mp4 2191
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/6523179384259175-PULL_CONVINCE.mp4 1863
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/7448818785190525-CAPTURE.mp4 357
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/02551571232229133-PONDER.mp4 1802
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/8643853796183107-JOKE.mp4 1278
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/8782764153522997-SOCIETY.mp4 2193
/tmp/data/asl-citizen/ASL_Citizen/ASLCitizen/7316392299762329-WATERDROP.mp4 2617
